Geneid,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_31.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_32.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_33.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_38.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_40.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_41.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_42.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_43.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_44.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_49.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_50.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_51.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_52.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_53.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_54.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_55.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_56.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_57.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_58.bam
ENSG00000207589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237623,0,2,1,0,1,0,0,4,0,0,2,0,0,1,2,0,0,2,3
ENSG00000266158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000203402,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000221459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226556,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000277605,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196741,20,20,41,20,22,36,40,39,19,8,10,8,8,16,25,28,11,18,33
ENSG00000235636,68,38,69,72,59,71,47,39,66,16,17,24,7,9,44,42,82,44,60
ENSG00000008056,20,6,18,22,19,13,19,16,53,2,6,6,4,2,13,59,8,26,18
ENSG00000283743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000263858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000126767,646,179,569,845,674,728,619,676,597,119,109,106,68,51,429,660,465,396,592
ENSG00000267064,28,22,15,26,48,29,40,21,19,9,9,24,1,2,23,11,17,24,22
ENSG00000224656,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
ENSG00000229968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188459,67,22,63,101,99,113,118,81,158,31,27,15,17,26,85,83,108,84,134
ENSG00000224401,10,4,11,16,20,24,26,20,17,2,4,3,0,0,1,8,4,5,8
ENSG00000102265,4020,736,6137,6484,4381,4588,4711,4140,6843,1184,933,656,1237,444,2412,22026,5045,4598,5557
ENSG00000147130,1868,835,2064,1980,2278,2436,2025,2306,2067,344,310,424,209,221,1945,1136,1527,1459,2331
ENSG00000147166,47,16,60,39,113,44,67,40,193,63,39,19,10,5,109,48,28,87,149
ENSG00000224208,20,8,34,14,30,14,11,24,25,12,6,12,4,9,10,13,14,12,14
ENSG00000213706,3,1,10,7,22,7,14,7,32,3,0,0,2,3,18,3,1,8,14
ENSG00000275975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000229601,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213018,33,6,30,34,46,31,55,43,29,7,12,11,5,9,15,24,13,21,25
ENSG00000199751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215120,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0
ENSG00000186810,36,15,33,28,30,50,82,12,58,8,6,4,2,2,21,62,12,49,8
ENSG00000155962,61,29,65,65,30,55,74,69,136,37,22,21,35,14,43,72,27,49,44
ENSG00000225008,4,3,6,1,2,2,0,3,8,3,0,0,0,0,0,1,3,2,1
ENSG00000228986,16,0,12,12,10,9,6,19,8,8,4,5,1,7,11,7,2,7,10
ENSG00000230491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224216,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000221190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277745,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000224533,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,1
ENSG00000225393,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185973,34,28,61,42,86,72,94,63,198,31,24,16,18,23,66,79,35,74,97
ENSG00000237801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124333,8,42,2,2,4,10,2,8,4,0,0,6,2,8,2,2,4,2,0
ENSG00000228410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102076,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
ENSG00000277008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231830,2,1,2,2,0,1,3,0,2,0,2,0,2,0,3,3,0,0,0
ENSG00000285018,7,0,4,5,17,4,6,13,12,4,4,3,0,0,10,2,3,12,21
ENSG00000207165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000071859,1653,523,2289,2023,1991,1877,2113,2282,1469,360,402,347,194,158,1404,1941,1822,1385,2146
ENSG00000276350,1,0,2,2,2,2,2,3,0,0,0,2,0,0,0,3,1,1,2
ENSG00000130827,2767,654,3704,4206,3484,2864,3273,3604,2105,338,465,337,191,253,2747,2581,3882,2377,3860
ENSG00000102178,845,324,892,1050,965,996,1011,812,737,114,110,151,58,102,815,624,933,723,929
ENSG00000126903,409,170,507,670,675,644,513,543,706,122,87,71,88,49,459,663,692,512,674
ENSG00000264484,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273041,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0
ENSG00000232155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228464,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236160,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0
ENSG00000216938,3,0,4,0,0,0,0,1,2,3,1,7,1,2,0,0,0,0,0
ENSG00000236683,4,0,0,4,2,1,0,2,0,0,0,0,0,2,0,3,0,0,1
ENSG00000252491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235461,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147180,55,29,44,48,127,110,66,142,177,54,26,13,11,34,101,52,48,61,87
ENSG00000230668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226280,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
ENSG00000233710,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234201,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000123570,91,63,80,67,168,113,128,57,517,100,72,26,24,52,149,47,81,183,157
ENSG00000222419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231787,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0
ENSG00000276298,2,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
ENSG00000234345,0,0,4,0,0,0,12,2,2,2,2,2,0,0,0,2,2,2,4
ENSG00000158427,4,3,3,2,3,2,10,5,9,2,4,2,0,4,11,4,6,1,5
ENSG00000230312,2,0,0,4,0,0,0,4,3,2,0,0,0,0,0,1,2,1,2
ENSG00000227067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282840,2,2,0,0,2,0,2,2,11,3,0,0,0,4,3,0,0,2,0
ENSG00000223418,0,0,0,1,3,1,0,0,1,1,1,0,0,0,2,0,0,0,0
ENSG00000005302,547,325,769,604,573,806,740,598,898,221,171,211,108,113,367,620,351,508,454
ENSG00000206792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000231211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229083,7,6,9,9,6,18,23,2,17,3,11,7,2,4,8,6,6,12,5
ENSG00000230691,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196664,92,26,31,49,46,64,107,49,104,19,19,10,21,6,22,46,16,29,14
ENSG00000233338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
ENSG00000250084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275643,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000187754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228354,1,0,2,1,0,2,0,1,2,0,0,0,2,0,2,2,1,0,4
ENSG00000222608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224781,136,68,158,83,76,77,84,104,95,40,38,26,22,41,68,59,34,33,50
ENSG00000220541,0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000270524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240327,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241743,14,15,4,18,23,26,33,16,16,3,1,7,0,8,13,12,18,5,23
ENSG00000211578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214321,2,0,0,8,5,0,2,0,3,4,4,1,0,1,0,1,4,1,0
ENSG00000238764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265465,0,0,3,0,1,1,0,0,0,1,1,3,1,1,0,0,0,0,0
ENSG00000235834,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000230020,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000047634,273,160,183,262,227,252,274,181,445,176,99,73,79,81,191,163,118,190,270
ENSG00000227873,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277150,9,16,23,24,26,21,29,15,19,14,7,14,4,7,19,23,26,21,20
ENSG00000184388,270,114,224,196,133,264,200,65,20,8,23,56,2,23,96,34,169,81,105
ENSG00000175718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147036,6,8,4,0,2,2,6,12,25,5,10,3,5,4,10,5,4,2,3
ENSG00000275520,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000283463,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1
ENSG00000063587,1338,547,1037,1572,1232,1394,1335,1467,1324,294,339,277,175,189,941,674,896,823,851
ENSG00000147117,6,2,5,4,5,8,4,7,5,0,3,2,2,1,1,2,0,5,1
ENSG00000179222,5387,3698,4830,8444,5844,5419,6922,5709,3693,859,1332,1220,473,553,3055,2706,4368,2839,3927
ENSG00000130021,192,77,209,183,299,211,196,220,215,71,60,61,48,46,166,209,186,130,166
ENSG00000130054,247,68,404,323,223,297,309,318,63,22,58,48,10,21,157,147,205,106,144
ENSG00000235961,5,0,23,12,6,10,42,12,16,2,2,1,2,0,14,10,2,10,16
ENSG00000188153,1257,533,1036,1293,1959,1830,1753,1586,2037,553,386,310,207,266,1588,1071,988,1066,2189
ENSG00000134594,4,0,12,4,4,10,16,2,18,5,2,4,2,0,6,12,4,8,6
ENSG00000056277,93,40,70,63,46,86,92,77,90,25,20,23,13,19,53,39,37,27,43
ENSG00000156709,939,474,1018,953,796,1289,912,841,613,152,207,324,110,112,501,557,577,464,574
ENSG00000223714,0,0,2,4,7,3,1,5,2,0,0,0,0,0,1,0,0,4,8
ENSG00000199564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226641,2,2,1,1,1,0,1,4,1,0,0,1,1,0,1,2,3,2,1
ENSG00000264573,2,3,1,2,10,5,1,7,2,0,2,1,0,0,0,2,0,4,1
ENSG00000225238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212207,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217624,24,31,54,33,25,36,34,35,36,22,26,9,6,17,5,12,0,23,17
ENSG00000242559,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000171657,8,3,0,0,6,4,14,3,4,9,2,2,2,0,2,5,0,3,2
ENSG00000229822,1,2,2,1,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0
ENSG00000237875,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
ENSG00000251807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000233103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263410,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000131174,1357,685,1579,1297,1329,1637,1541,1273,1494,376,376,466,201,283,919,1162,983,952,1150
ENSG00000234391,1,0,2,1,3,1,1,0,2,0,0,0,0,0,0,0,0,2,1
ENSG00000227302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000270747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231603,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1
ENSG00000231489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226971,1,2,0,1,0,3,5,5,0,2,0,0,3,0,2,3,1,2,5
ENSG00000068438,570,173,665,615,555,672,610,590,571,115,124,146,86,71,379,623,471,430,484
ENSG00000224292,1,2,4,1,0,0,1,2,2,0,0,0,0,0,2,0,4,0,6
ENSG00000147155,465,218,280,358,1038,473,214,308,231,57,74,165,53,182,404,357,1211,504,394
ENSG00000286268,0,0,1,0,2,3,2,0,1,0,2,0,2,1,1,0,0,2,0
ENSG00000276823,0,0,0,0,2,1,2,0,3,0,0,2,0,1,0,2,0,0,0
ENSG00000202469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227042,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000207202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102048,16,7,98,71,8,48,35,40,15,4,3,7,9,0,15,25,9,20,20
ENSG00000165192,0,1,2,0,0,1,3,5,2,0,0,0,0,0,0,0,2,0,1
ENSG00000165195,167,140,261,143,134,205,148,211,215,62,140,66,76,46,54,200,62,52,64
ENSG00000165197,9,3,13,10,17,13,9,5,15,6,8,0,2,2,16,5,4,6,29
ENSG00000073464,145,54,78,133,133,169,124,103,127,37,11,20,33,22,94,91,79,57,140
ENSG00000234019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000235224,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
ENSG00000231340,8,0,7,3,10,2,0,2,2,1,0,1,4,0,2,1,4,5,2
ENSG00000227329,5,1,0,3,4,11,4,7,5,3,0,0,0,2,0,0,0,4,5
ENSG00000276575,4,1,4,8,3,4,4,3,2,0,0,0,0,0,1,1,1,1,0
ENSG00000277474,2,3,0,2,3,0,8,2,1,0,0,0,0,0,2,3,3,2,6
ENSG00000235262,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3
ENSG00000226299,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000207408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236571,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000234413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158423,32,9,41,67,67,64,75,41,50,3,7,16,9,8,30,28,48,35,50
ENSG00000233250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235416,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000199422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224942,0,2,4,0,0,2,2,2,3,3,0,0,0,1,0,1,1,1,1
ENSG00000275268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134595,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000130829,7,0,2,2,2,8,4,6,8,0,0,2,1,0,2,14,6,2,9
ENSG00000237793,1,1,9,4,3,9,0,2,2,2,2,5,3,1,6,2,2,2,2
ENSG00000244335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000130822,202,45,276,251,767,331,368,203,1353,144,89,33,61,57,1007,345,496,694,1693
ENSG00000185825,3787,1279,4116,3851,4376,4085,3461,3395,3243,642,667,761,488,497,2893,3713,4570,2800,4271
ENSG00000101986,412,89,438,428,491,468,374,434,579,72,70,52,51,37,581,531,593,486,860
ENSG00000232725,13,7,16,31,20,33,14,21,17,0,1,3,4,0,46,17,18,22,29
ENSG00000198753,1924,482,1529,2310,1948,1922,1757,2208,1253,136,154,201,90,71,2151,1685,1917,1564,2872
ENSG00000184343,135,54,218,154,213,227,154,143,93,39,16,39,1,11,212,118,208,126,164
ENSG00000180879,4070,1287,5369,5332,3984,4574,2959,3810,2091,465,554,780,308,340,2008,4116,5402,2598,3002
ENSG00000184844,4,2,3,5,1,8,14,6,10,4,0,1,0,2,2,10,0,0,7
ENSG00000198910,81,6,10,220,252,180,57,46,434,41,10,4,45,36,299,223,321,328,598
ENSG00000284987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000273769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
ENSG00000102032,127,44,271,98,218,142,156,152,132,28,17,24,26,6,138,296,71,131,132
ENSG00000172534,2966,992,2750,4338,4640,4510,3413,3434,3247,496,472,444,305,344,4010,4355,4689,3378,4879
ENSG00000235802,2,0,4,6,2,4,3,1,2,0,0,2,0,0,0,0,2,2,0
ENSG00000177854,220,119,288,355,361,325,253,304,219,39,15,57,24,39,271,208,415,196,375
ENSG00000265176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000202024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126953,122,49,121,98,55,103,76,91,107,21,32,20,5,10,59,67,68,39,64
ENSG00000241343,154,75,234,104,79,214,96,160,118,35,37,41,35,29,67,114,41,75,45
ENSG00000257529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126945,1288,865,1389,1483,1333,1453,1408,1192,1530,517,566,500,285,406,707,1101,869,742,893
ENSG00000262919,342,103,218,363,387,308,311,233,272,70,68,50,25,31,225,328,353,226,373
ENSG00000217889,4,0,10,13,5,19,0,10,1,0,0,0,1,3,2,2,4,4,0
ENSG00000130821,1462,314,1910,2256,2223,2180,1472,2115,1635,228,223,203,171,180,1853,1458,1948,1419,2825
ENSG00000229324,1,0,5,2,5,6,4,2,5,3,0,1,0,0,0,2,3,2,2
ENSG00000212605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000227536,11,8,6,12,14,14,12,11,18,2,14,4,2,2,14,8,3,9,4
ENSG00000147164,961,373,961,1066,1560,1108,1304,963,1584,333,246,220,136,152,1025,909,735,731,1116
ENSG00000184481,626,217,721,933,1059,831,1038,872,1148,277,158,134,140,97,1011,699,540,612,1420
ENSG00000204165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169562,1684,788,3568,3017,585,2768,1819,2165,213,35,191,466,29,63,795,178,964,624,273
ENSG00000271886,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000208012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131263,853,547,1061,888,880,1022,919,1136,1004,282,323,252,174,167,434,521,555,400,461
ENSG00000230673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000050030,74,79,89,151,93,114,126,100,100,20,64,36,8,41,27,20,86,55,47
ENSG00000214016,11,12,37,23,21,35,26,55,16,3,1,9,13,6,17,22,7,18,9
ENSG00000242065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147113,255,104,369,354,424,263,550,357,512,167,93,75,66,32,340,442,269,375,374
ENSG00000230934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281852,0,1,2,0,2,0,0,0,6,5,0,0,2,0,12,0,0,0,3
ENSG00000237182,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
